지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C)
93,북춘천,2018-01,-6,8.6,-21.7
93,북춘천,2018-02,-3.4,10.4,-19.2
93,북춘천,2018-03,7,23.4,-8.2
93,북춘천,2018-04,12,29.2,-3
93,북춘천,2018-05,17.2,31,2.9
93,북춘천,2018-06,22.6,34.5,11.9
93,북춘천,2018-07,26.3,37.6,13.7
93,북춘천,2018-08,26.9,40.6,15.8
93,북춘천,2018-09,19.1,29.5,6.5
93,북춘천,2018-10,10.3,25,-2.5
93,북춘천,2018-11,5.1,19.3,-7.3
93,북춘천,2018-12,-3.2,12,-16.9
93,북춘천,2019-01,-3.9,8.3,-15.1
93,북춘천,2019-02,-.6,13.4,-13.6
93,북춘천,2019-03,5,18.3,-7.3
93,북춘천,2019-04,10.6,28.3,-5.1
93,북춘천,2019-05,18.3,33.3,2.6
93,북춘천,2019-06,21.4,33.1,9.9
93,북춘천,2019-07,25,36.2,14.8
93,북춘천,2019-08,25.6,36.5,16.1
93,북춘천,2019-09,20.7,31.6,10.7
93,북춘천,2019-10,14,29.9,.2
93,북춘천,2019-11,4.9,20.3,-7.5
93,북춘천,2019-12,-.7,10.5,-13.4
95,철원,1988-01,-4.6,7.3,-17.6
95,철원,1988-02,-4,10.8,-17.6
95,철원,1988-03,2,16,-11.5
95,철원,1988-04,9.8,26.5,-2.2
95,철원,1988-05,17,32.4,3.2
95,철원,1988-06,21.6,32.8,10.8
95,철원,1988-07,23.3,33.4,14.2
95,철원,1988-08,25.7,36.9,16.4
95,철원,1988-09,18.8,30.8,6.8
95,철원,1988-10,11.2,24.8,-5.4
95,철원,1988-11,2,16.6,-11.2
95,철원,1988-12,-2.8,14.4,-16
95,철원,1989-01,-2.2,8.2,-15.9
95,철원,1989-02,-.3,12.3,-15
95,철원,1989-03,4.3,16,-9.5
95,철원,1989-04,12.4,29.7,-2.6
95,철원,1989-05,17.3,30.6,2.6
95,철원,1989-06,20.4,32.2,8.9
95,철원,1989-07,23.7,32.4,14.2
95,철원,1989-08,24.1,34.6,13.5
95,철원,1989-09,18.5,29.5,5.9
95,철원,1989-10,10.4,22.8,-3.1
95,철원,1989-11,4.5,16.4,-9.4
95,철원,1989-12,-1.2,12.3,-14.4
95,철원,1990-01,-6.5,6.2,-25.8
95,철원,1990-02,-.4,10.4,-14
95,철원,1990-03,4.9,17.6,-6.8
95,철원,1990-04,9.3,27,-2.8
95,철원,1990-05,15.1,25.3,4
95,철원,1990-06,19.8,28.7,12.3
95,철원,1990-07,23.6,32.6,14.6
95,철원,1990-08,24.7,34.1,16.8
95,철원,1990-09,18.6,29.9,6
95,철원,1990-10,11.5,26.1,.1
95,철원,1990-11,7.2,19.8,-7.1
95,철원,1990-12,-2.6,12,-22.2
95,철원,1991-01,-7.1,7.1,-21.6
95,철원,1991-02,-3.6,8.4,-18.5
95,철원,1991-03,2.6,19.5,-8.9
95,철원,1991-04,10.6,24.5,-8.2
95,철원,1991-05,16,30.2,.9
95,철원,1991-06,21.6,30.3,13
95,철원,1991-07,23.5,31,16.6
95,철원,1991-08,23.4,32.8,8.8
95,철원,1991-09,18.6,29.9,4.4
95,철원,1991-10,10.6,25.4,-2.5
95,철원,1991-11,3.1,17.5,-9.4
95,철원,1991-12,-1,11.5,-21
95,철원,1992-01,-5.3,4.4,-19.4
95,철원,1992-02,-3,16,-17.6
95,철원,1992-03,4.5,19.8,-7
95,철원,1992-04,9.8,23.8,-1.6
95,철원,1992-05,15.3,29.2,3
95,철원,1992-06,19.4,30.2,7.9
95,철원,1992-07,23.7,32.4,16.1
95,철원,1992-08,23,33,16.7
95,철원,1992-09,18.2,29.9,3.9
95,철원,1992-10,10.7,24.7,-2.1
95,철원,1992-11,3,16.3,-12.5
95,철원,1992-12,-1.8,13,-15
95,철원,1993-01,-5.4,7.7,-18.3
95,철원,1993-02,-1.9,12.2,-13.8
95,철원,1993-03,3.2,17.8,-12.1
95,철원,1993-04,8.9,25.3,-3.7
95,철원,1993-05,16.7,30.6,5.8
95,철원,1993-06,20.6,29.3,10.6
95,철원,1993-07,21.8,30.6,11.3
95,철원,1993-08,21.6,29.8,11.4
95,철원,1993-09,18,28.9,3.9
95,철원,1993-10,9.5,24.9,-3.6
95,철원,1993-11,6.2,19.6,-13.8
95,철원,1993-12,-3.1,8.2,-15.4
95,철원,1994-01,-4.2,8.5,-18.7
95,철원,1994-02,-2.8,10.5,-21.5
95,철원,1994-03,1.8,18.5,-11
95,철원,1994-04,12.4,27.7,-.7
95,철원,1994-05,15.7,26,2.7
95,철원,1994-06,20.8,33.1,9.2
95,철원,1994-07,26.3,35.4,21
95,철원,1994-08,25,34.4,13.8
95,철원,1994-09,17.7,29.4,5.6
95,철원,1994-10,12,23.2,-3.6
95,철원,1994-11,5.8,19.2,-8.6
95,철원,1994-12,-2.2,11.1,-17
95,철원,1995-01,-5.9,8.6,-19.3
95,철원,1995-02,-3.2,9.8,-17.8
95,철원,1995-03,3,16.5,-8.5
95,철원,1995-04,9,26.6,-4.9
95,철원,1995-05,15.1,26.7,.9
95,철원,1995-06,19.6,30.3,7.9
95,철원,1995-07,22.9,32.6,15.6
95,철원,1995-08,24.3,32.1,16.7
95,철원,1995-09,17,27.9,5.2
95,철원,1995-10,11.9,25,-.3
95,철원,1995-11,2.6,17.1,-8.7
95,철원,1995-12,-4.9,6.4,-17.8
95,철원,1996-01,-6.2,8.4,-18.5
95,철원,1996-02,-4.8,12.8,-19.1
95,철원,1996-03,2.2,17.3,-10.1
95,철원,1996-04,7.9,24.6,-6
95,철원,1996-05,16.4,31,4.7
95,철원,1996-06,20.9,30.7,13.2
95,철원,1996-07,22.6,32.2,14.4
95,철원,1996-08,23.5,33.5,12.3
95,철원,1996-09,18.8,29.7,5
95,철원,1996-10,10.8,22.7,-6
95,철원,1996-11,2.7,18.6,-10.2
95,철원,1996-12,-2.6,11.5,-14.8
95,철원,1997-01,-7.9,6,-20.2
95,철원,1997-02,-3.2,13.7,-15.4
95,철원,1997-03,3.8,19.2,-8.4
95,철원,1997-04,10.7,22.1,-2.6
95,철원,1997-05,14.9,26.9,2.8
95,철원,1997-06,21.4,34,10.1
95,철원,1997-07,24.8,34.6,15.9
95,철원,1997-08,24.6,32.6,16.4
95,철원,1997-09,17,30.1,4
95,철원,1997-10,9.9,24.3,-6.3
95,철원,1997-11,5,18.3,-9
95,철원,1997-12,-1.5,10.1,-16.3
95,철원,1998-01,-4.5,5.3,-19.3
95,철원,1998-02,-.4,14.2,-14.4
95,철원,1998-03,5,19,-6.6
95,철원,1998-04,13.8,26.4,-2.5
95,철원,1998-05,17.2,29.7,6.3
95,철원,1998-06,20.5,30.5,9.9
95,철원,1998-07,23.1,31.6,16.7
95,철원,1998-08,23.4,30.2,15.1
95,철원,1998-09,20.4,33.7,9.5
95,철원,1998-10,14.2,25.8,-1
95,철원,1998-11,4.4,19.2,-11.3
95,철원,1998-12,-1,11,-14.2
95,철원,1999-01,-4.2,10.3,-16.8
95,철원,1999-02,-2.1,8.9,-16.6
95,철원,1999-03,3.4,16.4,-8.2
95,철원,1999-04,11.4,28.4,-3.8
95,철원,1999-05,16,27.2,6.3
95,철원,1999-06,21.2,32.9,12.3
95,철원,1999-07,24.1,32.8,14.2
95,철원,1999-08,24,33.9,16.7
95,철원,1999-09,20.8,31.5,6.8
95,철원,1999-10,11.3,23,-3.2
95,철원,1999-11,4.3,17.4,-10.2
95,철원,1999-12,-3.3,10.5,-17.5
95,철원,2000-01,-5.2,7.9,-18.5
95,철원,2000-02,-4.7,5.9,-18.1
95,철원,2000-03,3.8,18.2,-9.6
95,철원,2000-04,9.7,23.3,-3.8
95,철원,2000-05,15.9,29.6,3.9
95,철원,2000-06,21.9,32.7,9.4
95,철원,2000-07,25,33.6,17.7
95,철원,2000-08,24.2,33.3,18
95,철원,2000-09,18.5,31.2,5.2
95,철원,2000-10,11.6,26.1,-3.6
95,철원,2000-11,3.4,21,-9.7
95,철원,2000-12,-2.3,11.6,-18.2
95,철원,2001-01,-8.5,5.3,-29.2
95,철원,2001-02,-3.5,11.5,-21.4
95,철원,2001-03,2.5,20.6,-9.2
95,철원,2001-04,11.4,27.3,-5.5
95,철원,2001-05,17.8,31.4,4.5
95,철원,2001-06,21.1,32.3,11.4
95,철원,2001-07,24.2,32.7,16.8
95,철원,2001-08,23.8,33.1,13.7
95,철원,2001-09,19,30.7,3.5
95,철원,2001-10,13.2,24.6,.8
95,철원,2001-11,3.3,15.7,-9.4
95,철원,2001-12,-4.6,9.9,-16.1
95,철원,2002-01,-3.9,10.1,-24.4
95,철원,2002-02,-.3,12.9,-12
95,철원,2002-03,5.6,19.4,-8.4
95,철원,2002-04,11.8,27.6,-1.6
95,철원,2002-05,16.6,26.4,5.2
95,철원,2002-06,20.3,31.4,8.6
95,철원,2002-07,23.1,34.4,15.9
95,철원,2002-08,22.4,30.1,15.3
95,철원,2002-09,18.1,29.2,6
95,철원,2002-10,9.5,23.6,-5.5
95,철원,2002-11,.7,16.1,-11.6
95,철원,2002-12,-2.8,14.5,-19.2
95,철원,2003-01,-7.1,6.1,-24.6
95,철원,2003-02,-.8,9.4,-16.4
95,철원,2003-03,3.9,20.3,-9.6
95,철원,2003-04,10.6,23.3,-.4
95,철원,2003-05,17,28.9,3.4
95,철원,2003-06,20,29.3,11.4
95,철원,2003-07,22.2,30.2,14.9
95,철원,2003-08,22.1,30.4,14.6
95,철원,2003-09,18.2,26.2,6.5
95,철원,2003-10,10.3,25.1,-2.6
95,철원,2003-11,6,19.8,-8.1
95,철원,2003-12,-2.7,8.1,-14.6
95,철원,2004-01,-5.8,6.3,-20.4
95,철원,2004-02,-.6,17.5,-16.2
95,철원,2004-03,3.7,18.7,-11.2
95,철원,2004-04,10.7,27.7,-3.1
95,철원,2004-05,15.8,25.2,2.7
95,철원,2004-06,21,31.3,9.3
95,철원,2004-07,22.8,32.6,16.6
95,철원,2004-08,22.9,33.4,13.5
95,철원,2004-09,18.8,28.9,8.4
95,철원,2004-10,11.1,25.7,-2
95,철원,2004-11,5.4,20.2,-5.1
95,철원,2004-12,-2.1,13.9,-16.5
95,철원,2005-01,-6.2,7.2,-17.7
95,철원,2005-02,-5.4,10,-18.1
95,철원,2005-03,1.8,16.7,-11.9
95,철원,2005-04,10.9,26.7,-2.8
95,철원,2005-05,15.4,29,2.6
95,철원,2005-06,21.3,30.9,9.5
95,철원,2005-07,23.5,33.8,15.9
95,철원,2005-08,23,33.1,13
95,철원,2005-09,19.3,29.7,10.6
95,철원,2005-10,11.3,23.4,-3
95,철원,2005-11,4.5,21.7,-8.5
95,철원,2005-12,-7.5,5.5,-20.1
95,철원,2006-01,-4,7.6,-19.3
95,철원,2006-02,-2.2,11.5,-18.3
95,철원,2006-03,2.5,15.9,-10.8
95,철원,2006-04,9.4,21.6,-.1
95,철원,2006-05,16.5,28.4,3.3
95,철원,2006-06,20.2,31.5,12
95,철원,2006-07,22.1,29.9,16.3
95,철원,2006-08,25.1,33.9,17.9
95,철원,2006-09,18.1,29.4,5.8
95,철원,2006-10,14.7,27.2,.8
95,철원,2006-11,5.4,19.6,-5.7
95,철원,2006-12,-2.5,12.1,-17.3
95,철원,2007-01,-3.6,8.6,-16.9
95,철원,2007-02,.5,15.2,-15.6
95,철원,2007-03,3.9,16.4,-11.2
95,철원,2007-04,9.6,23.3,-3.2
95,철원,2007-05,16.6,28.8,4.8
95,철원,2007-06,21.8,33.9,9.6
95,철원,2007-07,22.7,30.3,16.2
95,철원,2007-08,24.6,32.1,14.8
95,철원,2007-09,19.9,30.7,10.3
95,철원,2007-10,12.2,26.6,-2
95,철원,2007-11,3,19.1,-10.6
95,철원,2007-12,-2.4,12,-13.1
95,철원,2008-01,-5.4,5.5,-19.1
95,철원,2008-02,-4.7,9.3,-18.7
95,철원,2008-03,4.5,19.1,-7.3
95,철원,2008-04,11.9,28.4,-2.2
95,철원,2008-05,16.1,28.9,4.2
95,철원,2008-06,20,30.1,9
95,철원,2008-07,24.1,33.3,18.7
95,철원,2008-08,23.6,35.1,12.7
95,철원,2008-09,19.1,30.7,4.4
95,철원,2008-10,13.2,28.2,-1.1
95,철원,2008-11,4.3,18.8,-11.3
95,철원,2008-12,-1.7,12.1,-15.5
95,철원,2009-01,-5.7,9.9,-19
95,철원,2009-02,.5,15.3,-13.6
95,철원,2009-03,4,21.9,-7.7
95,철원,2009-04,10.4,27.4,-3.8
95,철원,2009-05,17.3,30.5,4.4
95,철원,2009-06,20.5,30.3,10
95,철원,2009-07,22.8,31.2,14.9
95,철원,2009-08,23.5,33.2,11.8
95,철원,2009-09,18.7,28.7,8.8
95,철원,2009-10,12.5,25.8,-.6
95,철원,2009-11,4.3,20,-10.1
95,철원,2009-12,-3.9,9.2,-19.8
95,철원,2010-01,-8.2,7,-26.8
95,철원,2010-02,-1.4,17.2,-15.8
95,철원,2010-03,2.5,14.2,-7
95,철원,2010-04,7.8,21.4,-4.1
95,철원,2010-05,16.2,28.6,1
95,철원,2010-06,22.1,32.8,6.1
95,철원,2010-07,24.8,32.1,18.2
95,철원,2010-08,25.3,32.9,17.7
95,철원,2010-09,19.8,31.1,4.2
95,철원,2010-10,11.9,24.1,-5.2
95,철원,2010-11,3.5,16.7,-8.8
95,철원,2010-12,-3.6,12.9,-19.5
95,철원,2011-01,-11.5,3.6,-24.3
95,철원,2011-02,-1.6,13.3,-14.5
95,철원,2011-03,2.1,18.1,-10.3
95,철원,2011-04,9.1,20.6,-2.7
95,철원,2011-05,16.7,30,5.3
95,철원,2011-06,21.3,33.2,12.3
95,철원,2011-07,24,32.3,17
95,철원,2011-08,24.4,34.3,15
95,철원,2011-09,18.8,30.1,5.6
95,철원,2011-10,10.9,21.9,-3.1
95,철원,2011-11,7.7,24,-8.8
95,철원,2011-12,-4.1,6.8,-17.3
95,철원,2012-01,-6.6,7.1,-18.8
95,철원,2012-02,-5.4,11.2,-24.6
95,철원,2012-03,2.8,17.5,-9.8
95,철원,2012-04,10.5,29.8,-5
95,철원,2012-05,17.5,29.6,5.6
95,철원,2012-06,22.2,33,13
95,철원,2012-07,23.8,31.8,17
95,철원,2012-08,24.8,34.3,16.4
95,철원,2012-09,18.3,28.6,6.7
95,철원,2012-10,12.1,25.4,-1.2
95,철원,2012-11,2.9,15.4,-8.8
95,철원,2012-12,-7.5,5.9,-21.7
95,철원,2013-01,-8.1,9.6,-25.8
95,철원,2013-02,-3.9,10.5,-21.8
95,철원,2013-03,3,22.4,-8
95,철원,2013-04,8.1,20.4,-3.4
95,철원,2013-05,16.9,30.5,5.1
95,철원,2013-06,22.8,32.7,12.7
95,철원,2013-07,24.6,31,19.8
95,철원,2013-08,25.8,32.5,16.7
95,철원,2013-09,19.1,29.9,5.2
95,철원,2013-10,12.4,28.1,-1.4
95,철원,2013-11,3.1,20,-13.6
95,철원,2013-12,-3.8,9.1,-16.8
95,철원,2014-01,-3.4,6.7,-16
95,철원,2014-02,-1,15.8,-13.3
95,철원,2014-03,5.6,22.2,-10.4
95,철원,2014-04,12.3,25.3,-5.6
95,철원,2014-05,17.4,32.2,1.7
95,철원,2014-06,21.5,31.1,13.9
95,철원,2014-07,24.5,32.6,16.2
95,철원,2014-08,23.1,35.3,15
95,철원,2014-09,19.3,30.1,8.8
95,철원,2014-10,12.4,29,-2.4
95,철원,2014-11,5.6,21.2,-7.5
95,철원,2014-12,-5.9,7.1,-20.3
95,철원,2015-01,-4,8.1,-16.3
95,철원,2015-02,-1.3,11.9,-18.1
95,철원,2015-03,4,21.2,-9.8
95,철원,2015-04,11.3,28.9,-2.8
95,철원,2015-05,17.6,31.3,3
95,철원,2015-06,21.6,33,10.6
95,철원,2015-07,23.8,35.6,13.3
95,철원,2015-08,24.1,33.3,13.9
95,철원,2015-09,18.9,28.8,8.1
95,철원,2015-10,12.3,25.7,-4.9
95,철원,2015-11,6.6,18.1,-8
95,철원,2015-12,-1.2,10,-15.2
95,철원,2016-01,-6,8.2,-20.6
95,철원,2016-02,-2.2,14.6,-17
95,철원,2016-03,4.7,21.4,-13.4
95,철원,2016-04,12.6,25.6,-1.1
95,철원,2016-05,17.7,30.8,5.1
95,철원,2016-06,22.1,30.9,12
95,철원,2016-07,24.1,33.5,16.4
95,철원,2016-08,25.3,34.3,10.6
95,철원,2016-09,20.2,29.7,6.1
95,철원,2016-10,13.4,27.3,-4
95,철원,2016-11,4.3,18.6,-10.6
95,철원,2016-12,-1.4,11.8,-18.7
95,철원,2017-01,-4.4,9.9,-18.2
95,철원,2017-02,-2.6,10.6,-16.6
95,철원,2017-03,3.5,17.4,-9.4
95,철원,2017-04,12.1,26.6,-2.4
95,철원,2017-05,17.7,28.9,5.9
95,철원,2017-06,21.3,32,8.7
95,철원,2017-07,25.5,33.6,18.1
95,철원,2017-08,23.6,33.8,11.7
95,철원,2017-09,18.8,28.9,3.9
95,철원,2017-10,12.8,26.8,-4.8
95,철원,2017-11,2.7,18.2,-11.5
95,철원,2017-12,-4.9,8.5,-18.8
95,철원,2018-01,-7.3,7.7,-25.2
95,철원,2018-02,-4.4,9.8,-21.1
95,철원,2018-03,6.2,21.9,-10.8
95,철원,2018-04,11.2,27.1,-3.5
95,철원,2018-05,16.8,29.5,5.7
95,철원,2018-06,21.7,32.3,12
95,철원,2018-07,25.4,36,14.7
95,철원,2018-08,26.3,38.4,15.4
95,철원,2018-09,18.8,29.4,5.9
95,철원,2018-10,9.9,24.6,-3.3
95,철원,2018-11,4.5,18.6,-8.4
95,철원,2018-12,-4,11.4,-18.6
95,철원,2019-01,-4.9,7.6,-17.1
95,철원,2019-02,-1.7,13.2,-15.2
95,철원,2019-03,4.5,17.1,-7.9
95,철원,2019-04,9.9,27.6,-5.8
95,철원,2019-05,17.8,32.5,2.8
95,철원,2019-06,20.9,32.1,10.3
95,철원,2019-07,24.2,34.5,14.3
95,철원,2019-08,24.8,35.1,15.6
95,철원,2019-09,20,30.3,8.7
95,철원,2019-10,13.7,27.8,-.9
95,철원,2019-11,4.5,20.8,-8.3
95,철원,2019-12,-1.1,11.3,-15.6
98,동두천,1998-01,-3.5,6.9,-17.8
98,동두천,1998-02,1.1,15.7,-13.1
98,동두천,1998-03,5.6,19.4,-5.8
98,동두천,1998-04,14.4,27.1,-2.4
98,동두천,1998-05,17.6,31.9,6.5
98,동두천,1998-06,20.9,32.1,10.4
98,동두천,1998-07,23.9,31.6,18.6
98,동두천,1998-08,24.1,30.8,15.9
98,동두천,1998-09,21.2,33.2,10.5
98,동두천,1998-10,15,26.4,.2
98,동두천,1998-11,5.5,20.7,-9.6
98,동두천,1998-12,-.2,12.2,-12
98,동두천,1999-01,-2.9,11.7,-14.6
98,동두천,1999-02,-1,9.5,-14.5
98,동두천,1999-03,4.7,17.6,-7
98,동두천,1999-04,12.3,29.6,-2.1
98,동두천,1999-05,16.3,28.3,6.5
98,동두천,1999-06,21.8,33.4,13.5
98,동두천,1999-07,24.9,33.5,15.3
98,동두천,1999-08,24.9,35.4,18
98,동두천,1999-09,21.7,32.2,9
98,동두천,1999-10,12.2,23.7,-2.1
98,동두천,1999-11,5.5,18.3,-7.4
98,동두천,1999-12,-1.9,11.4,-15.3
98,동두천,2000-01,-3.3,10.3,-14.9
98,동두천,2000-02,-3.1,8,-15.2
98,동두천,2000-03,4.9,18.6,-9
98,동두천,2000-04,10.5,22.1,-1.9
98,동두천,2000-05,16.3,30.4,5.7
98,동두천,2000-06,22.4,33.7,12.5
98,동두천,2000-07,25.4,33.9,18.3
98,동두천,2000-08,24.8,34.5,18.4
98,동두천,2000-09,19.1,32.1,7
98,동두천,2000-10,12.3,27.3,-2.6
98,동두천,2000-11,4.1,20.7,-8.7
98,동두천,2000-12,-1.7,12.4,-17.2
98,동두천,2001-01,-7.1,8.3,-26.2
98,동두천,2001-02,-2.7,11.7,-17.8
98,동두천,2001-03,3,20.8,-8.9
98,동두천,2001-04,11.8,28.7,-4.7
98,동두천,2001-05,18,33.1,5.8
98,동두천,2001-06,21.5,35.1,11.6
98,동두천,2001-07,24.8,33.7,17.4
98,동두천,2001-08,25.3,35.5,15.6
98,동두천,2001-09,20.3,32.4,4.4
98,동두천,2001-10,14,25.6,2.1
98,동두천,2001-11,4.4,17.2,-8.7
98,동두천,2001-12,-3.2,11.1,-13.8
98,동두천,2002-01,-2.5,11.7,-20.4
98,동두천,2002-02,.6,14.2,-10.7
98,동두천,2002-03,6.3,20.1,-7
98,동두천,2002-04,12.7,30.3,-.2
98,동두천,2002-05,17.1,28.5,6.5
98,동두천,2002-06,20.9,32.6,9.8
98,동두천,2002-07,24,35.6,17.7
98,동두천,2002-08,23.2,31.9,15.3
98,동두천,2002-09,19.6,30.8,8.2
98,동두천,2002-10,10.7,25.1,-4.7
98,동두천,2002-11,1.9,17.1,-10.1
98,동두천,2002-12,-.9,16,-14.1
98,동두천,2003-01,-5,7.8,-19.7
98,동두천,2003-02,.5,11.4,-12.8
98,동두천,2003-03,4.8,21.7,-8
98,동두천,2003-04,11.8,26.2,.3
98,동두천,2003-05,18.4,31.4,4.7
98,동두천,2003-06,20.9,31.7,12
98,동두천,2003-07,23.5,32.3,16.2
98,동두천,2003-08,23.5,33,15.6
98,동두천,2003-09,19.3,28.8,8.2
98,동두천,2003-10,11.1,26,-2
98,동두천,2003-11,6.7,20.9,-7.6
98,동두천,2003-12,-2,9.5,-12.3
98,동두천,2004-01,-4.7,7.6,-19.6
98,동두천,2004-02,0,19.5,-13.9
98,동두천,2004-03,4.2,19.9,-10.6
98,동두천,2004-04,11.2,28.6,-2.5
98,동두천,2004-05,15.9,26.5,3.4
98,동두천,2004-06,21.3,32.4,10.2
98,동두천,2004-07,23.1,34,17
98,동두천,2004-08,24.3,35.6,15.4
98,동두천,2004-09,20.1,31.2,9.9
98,동두천,2004-10,12.6,26.8,-.4
98,동두천,2004-11,6.7,22.3,-4.7
98,동두천,2004-12,-.6,16.3,-14.2
98,동두천,2005-01,-4.9,9,-15.9
98,동두천,2005-02,-3.9,11.3,-15.6
98,동두천,2005-03,2.8,19,-9.5
98,동두천,2005-04,11.9,30.8,-1.4
98,동두천,2005-05,16,30.7,2.6
98,동두천,2005-06,21.6,32.9,10.3
98,동두천,2005-07,24.3,34.5,16.1
98,동두천,2005-08,24,34.8,14
98,동두천,2005-09,20.3,31.9,12
98,동두천,2005-10,12.3,25,-2.1
98,동두천,2005-11,5.9,23.6,-6.6
98,동두천,2005-12,-6.2,9.4,-18
98,동두천,2006-01,-2.6,10.4,-16.4
98,동두천,2006-02,-1.5,12.9,-17.5
98,동두천,2006-03,3.7,19.4,-10.3
98,동두천,2006-04,10.5,23.8,1.2
98,동두천,2006-05,17,29.3,5.9
98,동두천,2006-06,20.3,32.4,11.9
98,동두천,2006-07,22.3,30.1,16.6
98,동두천,2006-08,25.5,34.8,18.9
98,동두천,2006-09,18.7,29.4,6.8
98,동두천,2006-10,15.5,27.8,2.3
98,동두천,2006-11,6.3,21.1,-4.5
98,동두천,2006-12,-1,13.7,-15.8
98,동두천,2007-01,-2.2,10.6,-13.8
98,동두천,2007-02,1.8,16.7,-13.6
98,동두천,2007-03,4.6,17.6,-10.7
98,동두천,2007-04,10.2,24.1,-2.4
98,동두천,2007-05,16.7,30.1,5.4
98,동두천,2007-06,21.6,34.3,10.2
98,동두천,2007-07,22.8,30.8,16.2
98,동두천,2007-08,24.8,31.8,15.8
98,동두천,2007-09,20.1,30.3,10.6
98,동두천,2007-10,13.2,26.1,0
98,동두천,2007-11,5,21.8,-9.3
98,동두천,2007-12,-.4,15.1,-9.7
98,동두천,2008-01,-3.5,7,-15.2
98,동두천,2008-02,-2.5,11.5,-13.9
98,동두천,2008-03,6.2,21.6,-5.7
98,동두천,2008-04,13.3,30.3,-.5
98,동두천,2008-05,16.8,30.7,4.8
98,동두천,2008-06,20.8,31.1,11.2
98,동두천,2008-07,24.5,34,18.8
98,동두천,2008-08,24.5,35.2,14.7
98,동두천,2008-09,20.2,31.8,6
98,동두천,2008-10,14.4,28.1,1.7
98,동두천,2008-11,5.9,20.1,-8.8
98,동두천,2008-12,0,14,-14.1
98,동두천,2009-01,-3.5,12.6,-15
98,동두천,2009-02,2.1,16.3,-11.2
98,동두천,2009-03,5.4,23.8,-5.9
98,동두천,2009-04,11.6,28.4,-1.2
98,동두천,2009-05,18.3,32.1,6.8
98,동두천,2009-06,21.3,31.9,11.7
98,동두천,2009-07,23.3,32.1,16.5
98,동두천,2009-08,24.4,34.1,13.6
98,동두천,2009-09,19.8,29.3,10.6
98,동두천,2009-10,13.9,27.1,2
98,동두천,2009-11,5.7,22,-7.8
98,동두천,2009-12,-2.1,10.5,-15
98,동두천,2010-01,-5.5,9.2,-19.5
98,동두천,2010-02,.5,19.8,-12.7
98,동두천,2010-03,3.9,16.5,-4.5
98,동두천,2010-04,8.8,23.5,-1.7
98,동두천,2010-05,16.3,29.8,3
98,동두천,2010-06,22.1,32.7,8
98,동두천,2010-07,24.8,31.7,19
98,동두천,2010-08,25.2,33,17.6
98,동두천,2010-09,20.2,31,5
98,동두천,2010-10,12.6,24.6,-3.8
98,동두천,2010-11,4.8,18.6,-7.4
98,동두천,2010-12,-2.5,12.9,-16
98,동두천,2011-01,-8.8,2.1,-19.1
98,동두천,2011-02,-.1,14.2,-12.3
98,동두천,2011-03,3.1,18.4,-7.9
98,동두천,2011-04,9.9,21,-.2
98,동두천,2011-05,16.8,32.9,6.6
98,동두천,2011-06,21.2,35.2,12.5
98,동두천,2011-07,23.8,33.2,18
98,동두천,2011-08,24.3,33.3,15.2
98,동두천,2011-09,19.6,32.1,7.1
98,동두천,2011-10,12.1,23.3,-1
98,동두천,2011-11,9.1,26.2,-6.9
98,동두천,2011-12,-2.5,9.2,-13.9
98,동두천,2012-01,-4.5,8.7,-15.6
98,동두천,2012-02,-3.4,12.5,-19.7
98,동두천,2012-03,4.1,18,-7.3
98,동두천,2012-04,11.6,31,-2.7
98,동두천,2012-05,18.2,30.5,7
98,동두천,2012-06,22.9,34.1,13
98,동두천,2012-07,24.8,33.5,17.3
98,동두천,2012-08,26.1,36.4,17.1
98,동두천,2012-09,19.7,31.6,8.4
98,동두천,2012-10,13.7,26.6,.5
98,동두천,2012-11,4.6,18.1,-6.5
98,동두천,2012-12,-5.3,7.9,-16.9
98,동두천,2013-01,-5,13.9,-20.7
98,동두천,2013-02,-2,13.2,-17.1
98,동두천,2013-03,4.7,24.7,-6.2
98,동두천,2013-04,9.6,23.1,-1.1
98,동두천,2013-05,17.9,32.8,6.1
98,동두천,2013-06,23.6,34.3,13.5
98,동두천,2013-07,24.7,31.3,20.4
98,동두천,2013-08,26.5,33.5,18.7
98,동두천,2013-09,20.2,30.3,7.1
98,동두천,2013-10,13.9,28.5,2
98,동두천,2013-11,4.6,21.1,-9.1
98,동두천,2013-12,-2.1,11.2,-13.8
98,동두천,2014-01,-2.1,7.8,-13.6
98,동두천,2014-02,.6,17.5,-11.1
98,동두천,2014-03,7.1,23.9,-7.2
98,동두천,2014-04,13.2,27.3,-.8
98,동두천,2014-05,17.9,33.4,4.2
98,동두천,2014-06,22.2,33.3,14.6
98,동두천,2014-07,25,34,17.8
98,동두천,2014-08,23.8,36.3,16.6
98,동두천,2014-09,20.5,31.1,11.4
98,동두천,2014-10,13.9,29.7,-.9
98,동두천,2014-11,7.3,22.7,-4.2
98,동두천,2014-12,-4.2,7,-15.6
98,동두천,2015-01,-2.3,9.7,-13
98,동두천,2015-02,.1,14.3,-14.3
98,동두천,2015-03,5.5,23.2,-7.7
98,동두천,2015-04,12.7,30,0
98,동두천,2015-05,18.3,33.1,5.4
98,동두천,2015-06,22.7,34.5,11.8
98,동두천,2015-07,24.6,35.7,15.8
98,동두천,2015-08,24.8,34.4,15.7
